Title,Price,Link,Mileage,Color,State,Gearbox,Year,Cylindrée,Brand,Model,Body_type,Fuel
megane 4 restylé,upon request,https://www.tayara.tn/item/6828964941532c94f15b8a27/Voitures/Sousse/Sousse/megane_4_restyl/,112000.0,Blanc,Avec kilométrage,Manuelle,2021.0,1.5L,Renault,Megane Estate,Berline,Diesel
voiture,upon request,https://www.tayara.tn/item/682895896238a0abfdd196c7/Voitures/Sfax/Autres_Villes/voiture/,60000.0,Blanc,Avec kilométrage,Manuelle,2019.0,<1.0L,Volkswagen,Golf,Autres,Essence
clio ????? ??? kmg 71 réel,4.0,https://www.tayara.tn/item/682894177a289f1a1cc37103/Voitures/Mahdia/El_Jem/clio_kmg_71_rel_/,71.0,Noir,Avec kilométrage,Manuelle,2016.0,1.2L,Renault,Clio,Berline,Essence
toyota yaris,41000.0,https://www.tayara.tn/item/682893947a289f1a1cc370af/Voitures/Ariana/Riadh_Andalous/toyota_yaris_/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
citroën Némo tout option 1mains d'origine zéro dépense,upon request,https://www.tayara.tn/item/682893537a289f1a1cc3708b/Voitures/Ariana/Cit_Ennasr_2/citron_Nmo_tout_option_1mains_dorigine_zro_dpense_/,185000.0,Blanc,Nouveau,Manuelle,2016.0,1.4L,Citroen,Nemo,Utilitaire,Diesel
golf 7.5 tdi,upon request,https://www.tayara.tn/item/682892e641532c94f15b87ac/Voitures/Nabeul/Nabeul/golf_75_tdi/,160000.0,Blanc,Avec kilométrage,Manuelle,2018.0,1.6L,Volkswagen,Golf,Compacte,Diesel
À vendre – Épave Volkswagen Polo Classic essence – Pour pièces uniquement,4500.0,https://www.tayara.tn/item/682892bf6238a0abfdd194ab/Voitures/Tunis/Tunis/_vendre_pave_Volkswagen_Polo_Classic_essence_Pour_pices_uniquement/,0.0,Rouge,Pièces manquantes,Manuelle,1998.0,1.6L,Volkswagen,Polo,Berline,Essence
BMW SERIE 3 F30 316i,53000.0,https://www.tayara.tn/item/682892636238a0abfdd1946d/Voitures/Bizerte/Menzel_Bourguiba/BMW_SERIE_3_F30_316i/,241000.0,Noir,Avec kilométrage,Automatique,2013.0,,BMW,Serie 3,Berline,Essence
2022 KIA RIO GT LINE ????? ??? ?,58500.0,https://www.tayara.tn/item/6828921541532c94f15b8708/Voitures/Tunis/La_Marsa/2022_KIA_RIO_GT_LINE_/,106000.0,Rouge,Avec kilométrage,Manuelle,2022.0,1.2L,Kia,Rio,Compacte,Essence
Ford fiesta excellente etat Moteur noire,9900.0,https://www.tayara.tn/item/682891a241532c94f15b8691/Voitures/Tunis/Le_Bardo/Ford_fiesta_excellente_etat_Moteur_noire_/,290000.0,Rouge,Avec kilométrage,Manuelle,,1.1L,Ford,Fiesta,Compacte,Essence
Nissan Qhashqai Diesel,54500.0,https://www.tayara.tn/item/68288fd56238a0abfdd19270/Voitures/Nabeul/Nabeul/Nissan_Qhashqai_Diesel_/,200000.0,Noir,Avec kilométrage,Manuelle,2015.0,1.5L,Nissan,Qashqai,Pick up,Diesel
KIA PICANTO,35000.0,https://www.tayara.tn/item/68288fbc41532c94f15b8519/Voitures/Gabs/El_Hamma/KIA_PICANTO/,120000.0,Gris,Nouveau,Manuelle,2021.0,<1.0L,Kia,Picanto,Compacte,Essence
"Cache retroviseur extérieur côté droit pour Dacia Duster, Dokker , Logan",40.0,https://www.tayara.tn/item/68288fae6238a0abfdd1924a/Pi%C3%A8ces%20et%20Accessoires%20pour%20v%C3%A9hicules/Ariana/Ghazela/Cache_retroviseur_extrieur_ct_droit_pour_Dacia_Duster_Dokker_Logan/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
ssangyong korando,25000.0,https://www.tayara.tn/item/68288f2541532c94f15b8495/Voitures/Nabeul/Dar_Chabane_El_Fehri/ssangyong_korando_/,200000.0,Noir,Avec kilométrage,Automatique,2013.0,2.0L,Ssangyong,Korando,4 x 4,Diesel
polo 6 confortline,111111.0,https://www.tayara.tn/item/68288e5b6238a0abfdd19129/Voitures/Monastir/Jemmal/polo_6_confortline/,1111.0,Gris,Non dédouanné,Manuelle,2007.0,1.2L,Volkswagen,Polo,Compacte,Essence
Volkswagen tiguan,130.0,https://www.tayara.tn/item/68288d7e4d3f4c8e86a4e14a/Voitures/Mahdia/Essouassi/Volkswagen_tiguan/,145768.0,Blanc,Nouveau,Manuelle,2018.0,2.0L,Volkswagen,Tiguan,Autres,Diesel
Audi A5 Sline 2022,195000.0,https://www.tayara.tn/item/68288ce36238a0abfdd19025/Voitures/Ben_Arous/El_Mourouj_3/Audi_A5_Sline_2022/,21000.0,Gris,Nouveau,Automatique,2022.0,2.0L,Audi,A5,Berline,Hybride essence
seat ibiza style plus,57000.0,https://www.tayara.tn/item/68288c8a41532c94f15b82a2/Voitures/Ariana/Riadh_Andalous/seat_ibiza_style_plus/,62000.0,Blanc,Avec kilométrage,Manuelle,2020.0,<1.0L,Seat,Ibiza,Compacte,Essence
Chevrolet Sonic,38000.0,https://www.tayara.tn/item/68288a4041532c94f15b80b8/Voitures/Ben_Arous/Fouchana/Chevrolet_Sonic/,90000.0,Blanc,Avec kilométrage,Manuelle,2021.0,,Chevrolet,Autres,Berline,Essence
Renault 4L Nbi3 kemla ????,1500.0,https://www.tayara.tn/item/682888b741532c94f15b7fe9/Voitures/Tunis/Le_Bardo/Renault_4L_Nbi3_kemla_/,90000.0,Blanc,Pièces manquantes,Manuelle,,<1.0L,Renault,R4,Compacte,Essence
Voiture,59000.0,https://www.tayara.tn/item/6828885a6238a0abfdd18cd3/Voitures/Kairouan/El_Ala/Voiture_/,113000.0,Gris,Avec kilométrage,Manuelle,2020.0,1.5L,Renault,Megane Estate,Berline,Diesel
4L ???? Nbi3 kemla,1500.0,https://www.tayara.tn/item/6828880b41532c94f15b7f60/Pi%C3%A8ces%20et%20Accessoires%20pour%20v%C3%A9hicules/Tunis/Le_Bardo/4L_Nbi3_kemla_/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
Moto UNISCOOT wolf 125cc,3990.0,https://www.tayara.tn/item/6828875741532c94f15b7eba/Motos/Kairouan/Kairouan/Moto_UNISCOOT_wolf_125cc/,0.0,Gris,Nouveau,Manuelle,2023.0,,Autres,Autres,Autres,
ds4 phase 2,upon request,https://www.tayara.tn/item/6828870841532c94f15b7e71/Voitures/Ariana/Ariana/ds4_phase_2/,130.0,Noir,Avec kilométrage,Manuelle,2018.0,1.2L,Citroen,DS,Compacte,Essence
A vendre Ovetto??Yamaha 50Cm Semi-Digital 2T importer de France????,upon request,https://www.tayara.tn/item/682886fe41532c94f15b7e69/Motos/Tunis/Tunis/A_vendre_OvettoYamaha_50Cm_SemiDigital_2T_importer_de_France/,6473.0,Noir,Avec kilométrage,Automatique,2006.0,,Autres,Autres,Autres,
Seat leon 2 portes,40000.0,https://www.tayara.tn/item/682885ab6238a0abfdd18a83/Voitures/Tunis/Carthage/Seat_leon_2_portes/,200000.0,Noir,Avec kilométrage,Manuelle,2016.0,,Seat,Leon,Autres,Essence
mg zs boite auto,upon request,https://www.tayara.tn/item/682884de41532c94f15b7cbe/Voitures/Ariana/Ariana/mg_zs_boite_auto/,120.0,Blanc,Avec kilométrage,Automatique,2018.0,1.5L,MG,ZS,4 x 4,Essence
bmw f20,51.0,https://www.tayara.tn/item/6828848541532c94f15b7c82/Voitures/Bizerte/Menzel_Bourguiba/bmw_f20_/,119.0,Gris,Nouveau,Automatique,2015.0,1.6L,BMW,Serie 1,Compacte,Essence
Camion IVECO,25000.0,https://www.tayara.tn/item/682883766238a0abfdd188dc/Camions/Nabeul/Klibia/Camion_IVECO/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
great well wingle 5 modifier moteur d’max,upon request,https://www.tayara.tn/item/6828831041532c94f15b7b6b/Camions/Kairouan/Sbikha/great_well_wingle_5_modifier_moteur_dmax/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
Moto 125 cc,3400.0,https://www.tayara.tn/item/6828820d41532c94f15b7aa7/Motos/Sousse/Sousse/Moto_125_cc/,11967.0,Noir,Nouveau,Automatique,2023.0,,Autres,Autres,Autres,
Vente de voiture,43000.0,https://www.tayara.tn/item/682881ce6238a0abfdd18771/Voitures/Monastir/Tboulba/Vente_de_voiture/,140000.0,Gris,Nouveau,Manuelle,,<1.0L,Seat,Ibiza,Autres,Essence
Arceau arrière Vespa Primavera Chrome Scooter Piaggio 673637,150.0,https://www.tayara.tn/item/682880dd41532c94f15b79a5/Pi%C3%A8ces%20et%20Accessoires%20pour%20v%C3%A9hicules/Ariana/La_Soukra/Arceau_arrire_Vespa_Primavera_Chrome_Scooter_Piaggio_673637/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
des jante,upon request,https://www.tayara.tn/item/6828805e3dc33dfd664f1217/Pi%C3%A8ces%20et%20Accessoires%20pour%20v%C3%A9hicules/Nabeul/Grombalia/des_jante_/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
berliet glr 190,upon request,https://www.tayara.tn/item/682880336238a0abfdd18623/Camions/Ben_Arous/Fouchana/berliet_glr_190/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
a200 essence 50mkm seulement certifié kit amg+pach night full option Importé récemment,upon request,https://www.tayara.tn/item/68287ee53dc33dfd664f112f/Voitures/Tunis/Manar/a200_essence_50mkm_seulement_certifi_kit_amgpach_night_full_option_Import_rcemment_/,50000.0,Gris,Avec kilométrage,Automatique,2020.0,1.3L,Mercedes-Benz,Classe A,Compacte,Essence
Avendre,2400.0,https://www.tayara.tn/item/68287ecb6238a0abfdd18553/Motos/Ben_Arous/Hammam_Lif/Avendre/,11000.0,Noir,Nouveau,Manuelle,,,Autres,Autres,Autres,
Voiture Ford mini,10500.0,https://www.tayara.tn/item/68287e3d41532c94f15b7813/Voitures/Sfax/El_Amra/Voiture_Ford_mini/,,Blanc,Avec kilométrage,Manuelle,1995.0,1.2L,Ford,Autres,Autres,
Peugeot 207 avendre,upon request,https://www.tayara.tn/item/68287de041532c94f15b77d5/Voitures/Tunis/Sidi_Daoud/Peugeot_207_avendre/,280000.0,Gris,Avec kilométrage,Manuelle,2009.0,3.0L,Peugeot,207,Utilitaire,Essence
PORSCHE CAYENNE 3.0L V6 DIESEL,upon request,https://www.tayara.tn/item/678626af7041684afec26bbf/Voitures/Ariana/Ghazela/PORSCHE_CAYENNE_30L_V6_DIESEL/,220000.0,Noir,Avec kilométrage,Automatique,2015.0,3.0L,Porsche,Cayenne,4 x 4,Diesel
POLO 8,46000.0,https://www.tayara.tn/item/68287d1e41532c94f15b772a/Voitures/Ben_Arous/Fouchana/POLO_8_/,90000.0,Gris,Avec kilométrage,Manuelle,2021.0,,Volkswagen,Polo,Compacte,Essence
KIA PICANTO neuve première main !!,upon request,https://www.tayara.tn/item/68287c056238a0abfdd18338/Voitures/Sousse/Sousse/KIA_PICANTO_neuve_premire_main_/,95000.0,Autre,Nouveau,Manuelle,2023.0,<1.0L,Kia,Picanto,Berline,Essence
golf 7,upon request,https://www.tayara.tn/item/68287ba86238a0abfdd182f6/Voitures/Sfax/Route_SOKRA/golf_7/,190000.0,Noir,Nouveau,Manuelle,2013.0,1.2L,Volkswagen,Golf 7,Berline,Essence
golf 8,87.0,https://www.tayara.tn/item/68287a7e41532c94f15b7544/Voitures/La_Manouba/La_Manouba/golf_8/,54000.0,Gris,Nouveau,Manuelle,2021.0,<1.0L,Volkswagen,Golf,Compacte,Essence
Vendre voiture Leon série 188,44000.0,https://www.tayara.tn/item/682879c76238a0abfdd1817b/Voitures/La_Manouba/La_Manouba/Vendre_voiture_Leon_srie_188/,148000.0,Blanc,Avec kilométrage,Manuelle,,,Seat,Autres,Autres,Essence
polo style 2023,73.0,https://www.tayara.tn/item/6828794641532c94f15b7451/Voitures/La_Manouba/La_Manouba/polo_style_2023/,33000.0,Noir,Nouveau,Manuelle,2023.0,<1.0L,Volkswagen,Polo,Compacte,Essence
Fiat uno fire premier man,10200.0,https://www.tayara.tn/item/6828794141532c94f15b744b/Voitures/Ben_Arous/Ben_Arous/Fiat_uno_fire_premier_man_/,217.0,Noir,Nouveau,Manuelle,2005.0,<1.0L,Fiat,Uno,Berline,Essence
Peugeot 308,1000.0,https://www.tayara.tn/item/68287899c2053fe95b330bcc/Voitures/Gafsa/El_Guettar/Peugeot_308/,146000.0,Bleu,Avec kilométrage,Manuelle,2020.0,1.2L,Peugeot,308,Autres,Essence
Poste original pour golf passat importe,400.0,https://www.tayara.tn/item/682878976238a0abfdd180ad/Pi%C3%A8ces%20et%20Accessoires%20pour%20v%C3%A9hicules/Tunis/Ezzouhour/Poste_original_pour_golf_passat_importe/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
Mercedes c200d AMG 2021,upon request,https://www.tayara.tn/item/682878916238a0abfdd180a7/Voitures/Sousse/Hammam_Sousse/Mercedes_c200d_AMG_2021/,145000.0,Gris,Nouveau,Automatique,2021.0,2.0L,Mercedes-Benz,Classe C,Berline,Diesel
Passat b8 tdi carat toit ouvrant,upon request,https://www.tayara.tn/item/6828788941532c94f15b73d1/Voitures/Sousse/Sidi_Bou_Ali/Passat_b8_tdi_carat_toit_ouvrant_/,190000.0,Bleu,Avec kilométrage,Manuelle,2013.0,1.6L,Volkswagen,Passat,Berline,Diesel
Porsche Macan 2L,1111.0,https://www.tayara.tn/item/682878726238a0abfdd18091/Voitures/Tunis/L_Aouina/Porsche_Macan_2L/,120000.0,Noir,Avec kilométrage,Automatique,2018.0,2.0L,Porsche,Cayman,4 x 4,Essence
kia picanto gt-line ????????,upon request,https://www.tayara.tn/item/6828784d41532c94f15b73a0/Voitures/Sfax/Route_SOKRA/kia_picanto_gtline_/,51000.0,Rouge,Nouveau,Manuelle,2021.0,<1.0L,Kia,Picanto,Berline,Essence
Caddy Prestige 1.6 TDI,40900.0,https://www.tayara.tn/item/68287808c2053fe95b330b6d/Voitures/Tunis/El_Menzah_1/Caddy_Prestige_16_TDI_/,240000.0,Marron,Avec kilométrage,Manuelle,2018.0,1.6L,Volkswagen,Caddy,Berline,Diesel
Mazda bt50 pro,59000.0,https://www.tayara.tn/item/682877dd6238a0abfdd1803e/Voitures/Sfax/Sfax/Mazda_bt50_pro_/,220.0,Gris,Avec kilométrage,Manuelle,2015.0,2.5L,Mazda,BT-50,4 x 4,Diesel
voiture 7 places 4*4,upon request,https://www.tayara.tn/item/682877d741532c94f15b734d/Voitures/Sfax/Sfax/voiture_7_places_44/,1.0,Marron,Avec kilométrage,Automatique,2010.0,3.5L,Mazda,CX-9,4 x 4,Essence
Ford Fiesta TDCI importé,26499.0,https://www.tayara.tn/item/682876ab41532c94f15b7284/Voitures/Ariana/Ettadhamen/Ford_Fiesta_TDCI_import/,209600.0,Gris,Avec kilométrage,Manuelle,2011.0,1.4L,Ford,Fiesta,Berline,Diesel
GLA 250e,upon request,https://www.tayara.tn/item/682876a76238a0abfdd17f85/Voitures/Sfax/Route_SOKRA/GLA_250e/,51000.0,Gris,Nouveau,Automatique,2021.0,1.6L,Mercedes-Benz,Classe GLA,Berline,Hybride essence
"golf 6 1,4 20707405",upon request,https://www.tayara.tn/item/682876706238a0abfdd17f61/Voitures/Sfax/Route_SOKRA/golf_6_14_20707405/,250000.0,Noir,Nouveau,Manuelle,2010.0,1.4L,Volkswagen,Golf 6,Berline,Essence
fiat 500 c Tel: 53 896 176,upon request,https://www.tayara.tn/item/6828762841532c94f15b7222/Voitures/Ariana/La_Soukra/fiat_500_c_Tel_53_896_176/,106000.0,Noir,Nouveau,Manuelle,2013.0,1.2L,Fiat,500,Compacte,Essence
KIT AMG 250e,upon request,https://www.tayara.tn/item/6828757f6238a0abfdd17eb7/Voitures/Sfax/Route_Soukra/KIT_AMG_250e/,40000.0,Noir,Nouveau,Automatique,2021.0,1.6L,Mercedes-Benz,Classe GLA,Berline,Hybride essence
kia stonic 29773463,upon request,https://www.tayara.tn/item/6828757a41532c94f15b7190/Voitures/Sfax/Route_SOKRA/kia_stonic_29773463/,30000.0,Rouge,Nouveau,Manuelle,2021.0,1.2L,Kia,Rio,Berline,Essence
voiture,1000.0,https://www.tayara.tn/item/68287551cf5b1959aaef4281/Voitures/Nabeul/Hammamet/voiture_/,1113.0,Beige,Avec kilométrage,Automatique,2021.0,<1.0L,Suzuki,Baleno,Berline,Essence
Range rover svr,500000.0,https://www.tayara.tn/item/682874b441532c94f15b711e/Voitures/Nabeul/Autres_Villes/Range_rover_svr/,72000.0,Bleu,Avec kilométrage,Automatique,2019.0,>4.0L,Land Rover,Range Rover Sport,4 x 4,Essence
kia rio gt line 20260260,upon request,https://www.tayara.tn/item/6828748341532c94f15b70fe/Voitures/Sfax/Route_SOKRA/kia_rio_gt_line_20260260/,51000.0,Blanc,Nouveau,Manuelle,2020.0,1.2L,Kia,Rio,Berline,Essence
A vendre KIA sportage) importé D'Allemagne année 2013 ce trouve à la Marsa 98 255 804,53000.0,https://www.tayara.tn/item/67c0589faf2813f8075b7bc8/Voitures/Tunis/La_Marsa/A_vendre_KIA_sportage_import_DAllemagne_anne_2013_ce_trouve_la_Marsa_98_255_804/,283000.0,Blanc,Avec kilométrage,Manuelle,2013.0,3.0L,Kia,Sportage,Compacte,Diesel
Seat Ibiza - Tel 98479647 - 21140009,upon request,https://www.tayara.tn/item/6828745c6238a0abfdd17df6/Voitures/Ariana/Ariana/Seat_Ibiza_Tel_98479647_21140009/,152.0,Blanc,Avec kilométrage,Manuelle,2021.0,<1.0L,Seat,Ibiza,Compacte,Essence
GLA 200 KIT AMG,upon request,https://www.tayara.tn/item/682873fccf5b1959aaef41ab/Voitures/Sfax/Route_SOKRA/GLA_200_KIT_AMG/,150000.0,Blanc,Nouveau,Automatique,2015.0,1.6L,Mercedes-Benz,Classe GLA,Berline,Essence
Mercedes classe b,36000.0,https://www.tayara.tn/item/682873aa6238a0abfdd17d91/Voitures/Nabeul/Nabeul/Mercedes_classe_b_/,134000.0,Gris,Avec kilométrage,Manuelle,2009.0,2.0L,Mercedes-Benz,Classe B,Monospace,Diesel
Kia rio Boîte vitesse Automatique,42500.0,https://www.tayara.tn/item/68249f211e2f1f5a66381e6d/Voitures/Bja/Testour/Kia_rio_Bote_vitesse_Automatique_/,175000.0,Beige,Avec kilométrage,Automatique,2020.0,1.4L,Kia,Rio,Berline,Essence
Kia Rio Berline,43000.0,https://www.tayara.tn/item/6824a183cb21b3571b43d6b6/Voitures/Bja/Testour/Kia_Rio_Berline_/,206000.0,Beige,Avec kilométrage,Manuelle,2020.0,1.4L,Kia,Rio,Berline,Essence
BMW 418i Coupé Pack M,upon request,https://www.tayara.tn/item/67dbeb4cfd1c6385be394d2b/Voitures/Ariana/Ghazela/BMW_418i_Coup_Pack_M/,140000.0,Blanc,Avec kilométrage,Automatique,2018.0,1.6L,BMW,Serie 4,Berline,Essence
fiat grandi 1er main tel 58135417,27500.0,https://www.tayara.tn/item/682872cc6238a0abfdd17cc7/Voitures/Nabeul/Nabeul/fiat_grandi_1er_main_tel_58135417/,164.0,Noir,Avec kilométrage,Manuelle,2017.0,1.2L,Fiat,Punto,Compacte,Essence
clio 4 dynamique,46000.0,https://www.tayara.tn/item/6828728341532c94f15b6f72/Voitures/Nabeul/Bni_Khiar/clio_4_dynamique_/,117496.0,Gris,Avec kilométrage,Manuelle,2021.0,<1.0L,Renault,Clio,Compacte,Essence
Nissan Qashqai,upon request,https://www.tayara.tn/item/6828727a41532c94f15b6f67/Voitures/Monastir/Moknine/Nissan_Qashqai_/,194.0,Noir,Avec kilométrage,Manuelle,2015.0,1.2L,Nissan,Qashqai,4 x 4,Essence
smart for four,36.0,https://www.tayara.tn/item/6828713541532c94f15b6e7c/Voitures/Sousse/Sahloul/smart_for_four_/,860000.0,Blanc,Nouveau,Manuelle,2018.0,1.2L,Smart,Smart,Compacte,Essence
Voiture MG,950.0,https://www.tayara.tn/item/6828711f41532c94f15b6e6a/Pi%C3%A8ces%20et%20Accessoires%20pour%20v%C3%A9hicules/Nabeul/Bni_Khalled/Voiture_MG/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
mahindra,21800.0,https://www.tayara.tn/item/682870c41b12065b8db4e771/Voitures/Bizerte/Mateur/mahindra_/,216000.0,Blanc,Nouveau,Manuelle,2017.0,2.5L,Mahindra,Scorpion,Autres,Diesel
Av ou Échange X5 3.0L Xdrive Toit Bva,69000.0,https://www.tayara.tn/item/682870616238a0abfdd17b30/Voitures/La_Manouba/La_Manouba/Av_ou_change_X5_30L_Xdrive_Toit_Bva_/,280000.0,Bleu,Nouveau,Automatique,2008.0,3.0L,BMW,X5,4 x 4,Diesel
Av CLA 180 CDI kit AMG,63500.0,https://www.tayara.tn/item/6828705841532c94f15b6dd8/Voitures/La_Manouba/La_Manouba/Av_CLA_180_CDI_kit_AMG/,290000.0,Noir,Nouveau,Manuelle,2014.0,1.5L,Mercedes-Benz,Classe CLA,Berline,Diesel
Av ou Échange X5 3.0L Xdrive Toit Bva,69000.0,https://www.tayara.tn/item/68286fad6238a0abfdd17abf/Voitures/La_Manouba/La_Manouba/Av_ou_change_X5_30L_Xdrive_Toit_Bva_/,280000.0,Bleu,Nouveau,Automatique,2008.0,3.0L,BMW,X5,4 x 4,Diesel
PEUGEOT 3008 ALLURE,76000.0,https://www.tayara.tn/item/68286f8841532c94f15b6d42/Voitures/Tunis/Ain_Zaghouen/PEUGEOT_3008_ALLURE/,140000.0,Gris,Avec kilométrage,Automatique,,1.6L,Peugeot,3008,4 x 4,Diesel
Av BMW f10 520i BVA Toit Luxury,68500.0,https://www.tayara.tn/item/68286f666238a0abfdd17a8a/Voitures/La_Manouba/La_Manouba/Av_BMW_f10_520i_BVA_Toit_Luxury_/,250000.0,Bleu,Nouveau,Automatique,2013.0,2.0L,BMW,Serie 5,Berline,Essence
Av MERCEDES E220 CDI AMG Pack full options,62900.0,https://www.tayara.tn/item/68286f5e41532c94f15b6d28/Voitures/La_Manouba/Manouba_Ville/Av_MERCEDES_E220_CDI_AMG_Pack_full_options_/,195000.0,Noir,Nouveau,Automatique,2010.0,2.2L,Mercedes-Benz,Classe E,Berline,Diesel
karhba bakou,118000.0,https://www.tayara.tn/item/68286df541532c94f15b6c54/Voitures/Bizerte/Ghezala/karhba_bakou_/,7000.0,Noir,Nouveau,Automatique,2023.0,1.6L,Haval,H6,Berline,Essence
Kia cerato,upon request,https://www.tayara.tn/item/68286dab594590801d0bde8c/Voitures/Ben_Arous/Ben_Arous/Kia_cerato/,157000.0,Blanc,Avec kilométrage,Automatique,2018.0,1.4L,Kia,Cerato,Autres,
Mayo et disques Citroën B9,500.0,https://www.tayara.tn/item/68286d68594590801d0bde5e/Pi%C3%A8ces%20et%20Accessoires%20pour%20v%C3%A9hicules/Nabeul/Grombalia/Mayo_et_disques_Citron_B9/,,Autre,Autres,Autres,,,Autres,Autres,Autres,
sckoda scala importe de almania,upon request,https://www.tayara.tn/item/68286c7741532c94f15b6b39/Voitures/Sousse/Sahloul/sckoda_scala_importe_de_almania/,76000.0,Blanc,Avec kilométrage,Manuelle,,1.2L,Volkswagen,Golf,Berline,Essence
karhba endifa barcha,36000.0,https://www.tayara.tn/item/68286c6d6238a0abfdd17878/Voitures/Bizerte/Ghezala/karhba_endifa_barcha/,200000.0,Bleu,Nouveau,Manuelle,2014.0,1.4L,Dacia,Sandero,Berline,Essence
karhba endifa barcha,36000.0,https://www.tayara.tn/item/68286c6d6238a0abfdd17878/Voitures/Bizerte/Ghezala/karhba_endifa_barcha/,200000.0,Bleu,Nouveau,Manuelle,2014.0,1.4L,Dacia,Sandero,Berline,Essence
renlault clio tres propre,upon request,https://www.tayara.tn/item/68286c616238a0abfdd1786c/Voitures/Sousse/Sahloul/renlault_clio_tres_propre/,110000.0,Blanc,Avec kilométrage,Autres,2022.0,1.2L,Renault,Clio,Berline,Essence
Peugeot 308 ALLURE ehdi fin seri,upon request,https://www.tayara.tn/item/682869af715bde28a502ab17/Voitures/Kairouan/Kairouan_Nord/Peugeot_308_ALLURE_ehdi_fin_seri_/,123000.0,Bleu,Nouveau,Manuelle,2021.0,1.6L,Peugeot,308,Compacte,Diesel
dongfeng s50 4 cylindres,32000.0,https://www.tayara.tn/item/6828699441532c94f15b693a/Voitures/Ben_Arous/Boumhel/dongfeng_s50_4_cylindres_/,110000.0,Marron,Avec kilométrage,Manuelle,2020.0,1.5L,Dongfeng,s50,Berline,Essence
??BMW 320i ??,upon request,https://www.tayara.tn/item/67fe24f0ca3467b14e7f1f26/Voitures/Ariana/Les_Jardins_El_Menzah_2/BMW_320i_/,134054.0,Blanc,Nouveau,Automatique,2013.0,2.0L,BMW,Serie 3,Berline,Essence
??PEUGEOT 3008 EHDI BVA??,upon request,https://www.tayara.tn/item/6819c7adc1f8f57898eb4408/Voitures/Ariana/Les_Jardins_El_Menzah_2/PEUGEOT_3008_EHDI_BVA/,137031.0,Noir,Nouveau,Automatique,2020.0,1.5L,Peugeot,3008,Berline,Diesel
??Mercedes-Benz E300de AMG??,upon request,https://www.tayara.tn/item/674ec8c0041535433b42f353/Voitures/Ariana/Les_Jardins_El_Menzah_2/MercedesBenz_E300de_AMG/,100837.0,Noir,Nouveau,Automatique,2021.0,2.0L,Mercedes-Benz,Classe E,Berline,Hybride Diesel
?? TIGUAN 2.0 TDI 4 MOTION??,upon request,https://www.tayara.tn/item/67bda038bf049e957eafe5ac/Voitures/Ariana/Les_Jardins_El_Menzah_2/_TIGUAN_20_TDI_4_MOTION/,124807.0,Blanc,Nouveau,Manuelle,2018.0,2.0L,Volkswagen,Touran,4 x 4,Diesel
??PEUGEOT 208??,upon request,https://www.tayara.tn/item/68107f79c1f8f57898e4ea9b/Voitures/Ariana/Les_Jardins_El_Menzah_2/PEUGEOT_208/,36567.0,Gris,Nouveau,Manuelle,2022.0,1.2L,Peugeot,208,Berline,Essence
??Audi Q3 TFSI??,upon request,https://www.tayara.tn/item/677d4bd4b7de28167ed07f72/Voitures/Ariana/Les_Jardins_El_Menzah_2/Audi_Q3_TFSI/,141178.0,Gris,Nouveau,Automatique,2015.0,1.4L,Audi,Q3,Berline,Essence
?? NISSAN LEAF??,upon request,https://www.tayara.tn/item/68107ec4c5beda2b51d2f75a/Voitures/Ariana/Les_Jardins_El_Menzah_2/_NISSAN_LEAF/,141764.0,Blanc,Nouveau,Automatique,2020.0,<1.0L,Autres,Autres,Berline,Electrique
??TOYOTA PRADO D4D BVA??,upon request,https://www.tayara.tn/item/68074d98c5beda2b51ccb977/Voitures/Ariana/Les_Jardins_El_Menzah_2/TOYOTA_PRADO_D4D_BVA/,225936.0,Noir,Nouveau,Automatique,2005.0,3.0L,Toyota,Prado,4 x 4,Diesel
?? GOLF 7 GTI CLUBSPORT 2.0 DSG 265CV??,upon request,https://www.tayara.tn/item/67fa301dfd1c6385be4c902c/Voitures/Ariana/Les_Jardins_El_Menzah_2/_GOLF_7_GTI_CLUBSPORT_20_DSG_265CV/,67865.0,Blanc,Nouveau,Automatique,2016.0,2.0L,Volkswagen,Golf 7,Berline,Essence
??Mercedes-benz C180d ??,upon request,https://www.tayara.tn/item/68074e10c5beda2b51ccb9dc/Voitures/Ariana/Les_Jardins_El_Menzah_2/Mercedesbenz_C180d_/,39800.0,Gris,Nouveau,Automatique,2020.0,1.6L,Mercedes-Benz,Classe C,Berline,Diesel
??Mazda 3 SKYACTIV ??,upon request,https://www.tayara.tn/item/67fa3423ca3467b14e7c17f4/Voitures/Ariana/Les_Jardins_El_Menzah_2/Mazda_3_SKYACTIV_/,154978.0,Blanc,Nouveau,Manuelle,2016.0,1.6L,Mazda,3,Berline,Essence
